,species_name,coded_property_name,collapsed_data
524,Carex_hebecarpa,maximum_leaf_width,5mm
525,Carex_hebecarpa,maximum_plant_height,50cm
526,Carex_hemineuros,maximum_inflorescence_length,3.5cm;4cm
527,Carex_hemineuros,maximum_inflorescence_width,8mm;8mm
528,Carex_hemineuros,maximum_leaf_width,7mm
529,Carex_hemineuros,maximum_plant_height,80cm
530,Carex_henryi,maximum_leaf_width,4mm
531,Carex_henryi,maximum_plant_height,140cm
532,Carex_heshuonensis,maximum_leaf_width,2mm
533,Carex_heshuonensis,maximum_plant_height,60cm
534,Carex_heterolepis,maximum_inflorescence_length,40mm;45mm
535,Carex_heterolepis,maximum_inflorescence_width,
536,Carex_heterolepis,maximum_leaf_width,6mm
537,Carex_heterolepis,maximum_plant_height,70cm
538,Carex_heterostachya,maximum_leaf_width,3mm
539,Carex_heterostachya,maximum_plant_height,40cm
540,Carex_heudesii,maximum_leaf_width,18mm
541,Carex_heudesii,maximum_plant_height,45cm
542,Carex_hezhouensis,maximum_inflorescence_length,35mm
543,Carex_hezhouensis,maximum_inflorescence_width,5mm
544,Carex_hezhouensis,maximum_leaf_width,4mm
545,Carex_hezhouensis,maximum_plant_height,55cm
546,Carex_hirtelloides,maximum_inflorescence_length,12cm
547,Carex_hirtelloides,maximum_inflorescence_width,0.3cm
548,Carex_hirtelloides,maximum_leaf_width,
549,Carex_hirtelloides,maximum_plant_height,25cm
550,Carex_hirticaulis,maximum_leaf_width,3mm
551,Carex_hirticaulis,maximum_plant_height,45cm
552,Carex_hirtiutriculata,maximum_inflorescence_length,
553,Carex_hirtiutriculata,maximum_leaf_width,
554,Carex_hirtiutriculata,maximum_plant_height,60cm
555,Carex_hongyuanensis,maximum_inflorescence_length,25mm;2.5cm
556,Carex_hongyuanensis,maximum_inflorescence_width,4mm;0.6cm
557,Carex_hongyuanensis,maximum_leaf_width,4mm
558,Carex_hongyuanensis,maximum_plant_height,50cm
559,Carex_hoozanensis,maximum_inflorescence_length,3cm
560,Carex_hoozanensis,maximum_inflorescence_width,0.8cm
561,Carex_hoozanensis,maximum_leaf_width,15mm
562,Carex_hoozanensis,maximum_plant_height,20cm;1.5mm
563,Carex_huashanica,maximum_leaf_width,6mm
564,Carex_huashanica,maximum_plant_height,55cm
565,Carex_humida,maximum_leaf_width,6mm
566,Carex_humida,maximum_plant_height,70cm
567,Carex_humilis,maximum_inflorescence_width,
568,Carex_humilis,maximum_leaf_width,2mm;1.5mm
569,Carex_humilis,maximum_plant_height,5cm
570,Carex_huolushanensis,maximum_inflorescence_width,
571,Carex_huolushanensis,maximum_leaf_width,3mm
572,Carex_huolushanensis,maximum_plant_height,40cm
573,Carex_hypoblephara,maximum_inflorescence_length,3cm
574,Carex_hypoblephara,maximum_inflorescence_width,5mm
575,Carex_hypoblephara,maximum_leaf_width,
576,Carex_hypoblephara,maximum_plant_height,50cm
577,Carex_hypochlora,maximum_inflorescence_length,15mm;7mm
578,Carex_hypochlora,maximum_inflorescence_width,4mm;4mm
579,Carex_hypochlora,maximum_leaf_width,2.5mm
580,Carex_hypochlora,maximum_plant_height,45cm
581,Carex_idzuroei,maximum_inflorescence_length,3cm
582,Carex_idzuroei,maximum_inflorescence_width,1.2cm
583,Carex_idzuroei,maximum_leaf_width,9mm
584,Carex_idzuroei,maximum_plant_height,60cm
585,Carex_inanis,maximum_leaf_width,2mm
586,Carex_inanis,maximum_plant_height,50cm
587,Carex_indica,maximum_inflorescence_length,
588,Carex_indica,maximum_leaf_width,8mm
589,Carex_indica,maximum_plant_height,100cm
590,Carex_indiciformis,maximum_inflorescence_length,1/3
591,Carex_indiciformis,maximum_leaf_width,15mm
592,Carex_indiciformis,maximum_plant_height,100cm
593,Carex_infossa,maximum_leaf_width,3mm
594,Carex_infossa,maximum_plant_height,30cm
595,Carex_insignis,maximum_leaf_width,5mm
596,Carex_insignis,maximum_plant_height,100cm
597,Carex_ischnostachya,maximum_leaf_width,6mm
598,Carex_ischnostachya,maximum_plant_height,60cm
599,Carex_ivanoviae,maximum_leaf_width,1mm
600,Carex_ivanoviae,maximum_plant_height,15cm
601,Carex_jaluensis,maximum_leaf_width,6mm
602,Carex_jaluensis,maximum_plant_height,85cm
603,Carex_japonica,maximum_leaf_width,4mm
604,Carex_japonica,maximum_plant_height,40cm
605,Carex_jiaodongensis,maximum_inflorescence_length,
606,Carex_jiaodongensis,maximum_leaf_width,3mm
607,Carex_jiaodongensis,maximum_plant_height,20cm
608,Carex_jinfoshanensis,maximum_inflorescence_length,120mm
609,Carex_jinfoshanensis,maximum_inflorescence_width,5mm
610,Carex_jinfoshanensis,maximum_leaf_width,5mm
611,Carex_jinfoshanensis,maximum_plant_height,100cm;2mm
612,Carex_jiuxianshanensis,maximum_leaf_width,5mm;7mm
613,Carex_jiuxianshanensis,maximum_plant_height,70cm
614,Carex_jizhuangensis,maximum_leaf_width,3mm
615,Carex_jizhuangensis,maximum_plant_height,60cm
616,Carex_kansuensis,maximum_leaf_width,7mm
617,Carex_kansuensis,maximum_plant_height,100cm
618,Carex_kaoi,maximum_inflorescence_length,
619,Carex_kaoi,maximum_inflorescence_width,
620,Carex_kaoi,maximum_leaf_width,1.5cm
621,Carex_kaoi,maximum_plant_height,13cm
622,Carex_karlongensis,maximum_inflorescence_length,
623,Carex_karlongensis,maximum_leaf_width,2mm
624,Carex_karlongensis,maximum_plant_height,25cm
625,Carex_karoi,maximum_leaf_width,2mm
626,Carex_karoi,maximum_plant_height,40cm
627,Carex_kiangsuensis,maximum_inflorescence_length,25mm;15mm
628,Carex_kiangsuensis,maximum_inflorescence_width,5mm;3mm
629,Carex_kiangsuensis,maximum_leaf_width,3mm
630,Carex_kiangsuensis,maximum_plant_height,45cm
631,Carex_kiotensis,maximum_inflorescence_length,9cm
632,Carex_kiotensis,maximum_inflorescence_width,0.5cm
633,Carex_kiotensis,maximum_leaf_width,13mm
634,Carex_kiotensis,maximum_plant_height,60cm
635,Carex_kirganica,maximum_inflorescence_length,5.5cm
636,Carex_kirganica,maximum_inflorescence_width,
637,Carex_kirganica,maximum_plant_height,70cm
638,Carex_kirinensis,maximum_inflorescence_length,
639,Carex_kirinensis,maximum_leaf_width,0.8mm
640,Carex_kirinensis,maximum_plant_height,
641,Carex_kobomugi,maximum_inflorescence_length,5cm;6cm
642,Carex_kobomugi,maximum_inflorescence_width,1.3cm
643,Carex_kobomugi,maximum_leaf_width,8mm
644,Carex_kobomugi,maximum_plant_height,20cm;4mm
645,Carex_korshinskii,maximum_leaf_width,2mm
646,Carex_korshinskii,maximum_plant_height,35cm
647,Carex_kuchunensis,maximum_inflorescence_length,
648,Carex_kuchunensis,maximum_leaf_width,8mm
649,Carex_kuchunensis,maximum_plant_height,76cm
650,Carex_kucyniakii,maximum_inflorescence_length,40mm
651,Carex_kucyniakii,maximum_inflorescence_width,4mm
652,Carex_kucyniakii,maximum_leaf_width,10cm
653,Carex_kucyniakii,maximum_plant_height,35cm
654,Carex_kunlunsanensis,maximum_inflorescence_length,1.5cm;1.5cm
655,Carex_kunlunsanensis,maximum_inflorescence_width,
656,Carex_kunlunsanensis,maximum_leaf_width,
657,Carex_kunlunsanensis,maximum_plant_height,7cm;16cm
658,Carex_kwangsiensis,maximum_leaf_width,7mm
659,Carex_kwangsiensis,maximum_plant_height,50cm
660,Carex_kwangtoushanica,maximum_leaf_width,1.5mm
661,Carex_kwangtoushanica,maximum_plant_height,20cm
662,Carex_lachenalii,maximum_leaf_width,2mm
663,Carex_lachenalii,maximum_plant_height,20cm
664,Carex_laeta,maximum_inflorescence_width,
665,Carex_laeta,maximum_leaf_width,1.5mm
666,Carex_laeta,maximum_plant_height,30cm
667,Carex_laevissima,maximum_inflorescence_length,4.5cm
668,Carex_laevissima,maximum_inflorescence_width,1.3cm
669,Carex_laevissima,maximum_leaf_width,
670,Carex_laevissima,maximum_plant_height,50cm
671,Carex_lancangensis,maximum_leaf_width,7mm
672,Carex_lancangensis,maximum_plant_height,160cm;4mm
673,Carex_lanceolata,maximum_inflorescence_width,
674,Carex_lanceolata,maximum_plant_height,35cm;35cm
675,Carex_lancifolia,maximum_inflorescence_width,
676,Carex_lancifolia,maximum_leaf_width,7mm
677,Carex_lancifolia,maximum_plant_height,15cm
678,Carex_lancisquamata,maximum_leaf_width,4mm
679,Carex_lancisquamata,maximum_plant_height,45cm
680,Carex_laricetorum,maximum_inflorescence_length,2.7cm
681,Carex_laricetorum,maximum_leaf_width,2mm
682,Carex_laricetorum,maximum_plant_height,60cm
683,Carex_lasiocarpa,maximum_inflorescence_width,
684,Carex_lasiocarpa,maximum_leaf_width,2mm
685,Carex_lasiocarpa,maximum_plant_height,100cm
686,Carex_laticeps,maximum_inflorescence_length,2.5cm
687,Carex_laticeps,maximum_inflorescence_width,1.4cm
688,Carex_laticeps,maximum_leaf_width,5mm
689,Carex_laticeps,maximum_plant_height,40cm
690,Carex_latisquamea,maximum_leaf_width,6mm
691,Carex_latisquamea,maximum_plant_height,75cm
692,Carex_laxa,maximum_leaf_width,2mm
693,Carex_laxa,maximum_plant_height,35cm
694,Carex_ledebouriana,maximum_leaf_width,2mm
695,Carex_ledebouriana,maximum_plant_height,15cm
696,Carex_lehmannii,maximum_leaf_width,5mm
697,Carex_lehmannii,maximum_plant_height,70cm
698,Carex_leiorhyncha,maximum_inflorescence_length,8cm;12mm
699,Carex_leiorhyncha,maximum_inflorescence_width,6mm
700,Carex_leiorhyncha,maximum_leaf_width,5mm
701,Carex_leiorhyncha,maximum_plant_height,80cm
702,Carex_leporina,maximum_inflorescence_length,2.5cm;10mm
703,Carex_leporina,maximum_inflorescence_width,1.3cm;6mm
704,Carex_leporina,maximum_leaf_width,
705,Carex_leporina,maximum_plant_height,80cm;1mm
706,Carex_lianchengensis,maximum_inflorescence_length,
707,Carex_lianchengensis,maximum_inflorescence_width,
708,Carex_lianchengensis,maximum_leaf_width,2.5mm
709,Carex_lianchengensis,maximum_plant_height,10cm
710,Carex_ligata,maximum_inflorescence_length,20mm
711,Carex_ligata,maximum_inflorescence_width,4mm
712,Carex_ligata,maximum_leaf_width,6mm
713,Carex_ligata,maximum_plant_height,50cm
714,Carex_ligulata,maximum_inflorescence_width,
715,Carex_ligulata,maximum_leaf_width,12mm;15mm
716,Carex_ligulata,maximum_plant_height,70cm
717,Carex_limosa,maximum_leaf_width,2.5mm
718,Carex_limosa,maximum_plant_height,45cm
719,Carex_limprichtiana,maximum_leaf_width,
720,Carex_limprichtiana,maximum_plant_height,14cm
721,Carex_lingii,maximum_leaf_width,2.5cm
722,Carex_lingii,maximum_plant_height,40cm
723,Carex_liouana,maximum_leaf_width,4cm
724,Carex_liouana,maximum_plant_height,60cm
725,Carex_liqingii,maximum_inflorescence_length,2.5cm
726,Carex_liqingii,maximum_inflorescence_width,0.7cm
727,Carex_liqingii,maximum_leaf_width,1.3cm
728,Carex_liqingii,maximum_plant_height,
729,Carex_lithophila,maximum_inflorescence_length,5.5cm;9mm;10mm
730,Carex_lithophila,maximum_inflorescence_width,1.5cm;3mm;7mm
731,Carex_lithophila,maximum_leaf_width,4mm
732,Carex_lithophila,maximum_plant_height,60cm
733,Carex_litorhyncha,maximum_plant_height,40cm
734,Carex_liui,maximum_leaf_width,3mm
735,Carex_liui,maximum_plant_height,15cm
736,Carex_loliacea,maximum_inflorescence_length,5mm
737,Carex_loliacea,maximum_inflorescence_width,5mm
738,Carex_loliacea,maximum_leaf_width,2mm
739,Carex_loliacea,maximum_plant_height,25cm
740,Carex_longerostrata,maximum_plant_height,50cm
741,Carex_longipes,maximum_leaf_width,4mm
742,Carex_longipes,maximum_plant_height,28cm;70cm;70cm
743,Carex_longispiculata,maximum_inflorescence_length,100mm;130mm
744,Carex_longispiculata,maximum_inflorescence_width,6mm
745,Carex_longispiculata,maximum_leaf_width,5mm
746,Carex_longispiculata,maximum_plant_height,100cm
747,Carex_longpanlaensis,maximum_inflorescence_length,50mm
748,Carex_longpanlaensis,maximum_inflorescence_width,6mm
749,Carex_longpanlaensis,maximum_leaf_width,8mm
750,Carex_longpanlaensis,maximum_plant_height,90cm;3mm
751,Carex_longqishanensis,maximum_leaf_width,8mm
752,Carex_longqishanensis,maximum_plant_height,65cm
753,Carex_longshengensis,maximum_leaf_width,3.5cm
754,Carex_longshengensis,maximum_plant_height,50cm
755,Carex_luctuosa,maximum_inflorescence_length,30mm
756,Carex_luctuosa,maximum_inflorescence_width,5mm
757,Carex_luctuosa,maximum_leaf_width,5mm
758,Carex_luctuosa,maximum_plant_height,100cm
759,Carex_lushanensis,maximum_leaf_width,
760,Carex_lushanensis,maximum_plant_height,
761,Carex_maackii,maximum_inflorescence_length,6cm;10mm
762,Carex_maackii,maximum_inflorescence_width,6mm
763,Carex_maackii,maximum_leaf_width,4mm
764,Carex_maackii,maximum_plant_height,70cm
765,Carex_macrandrolepis,maximum_inflorescence_length,30mm;15mm
766,Carex_macrandrolepis,maximum_inflorescence_width,2.5mm
767,Carex_macrandrolepis,maximum_plant_height,14cm;0.7mm
768,Carex_macrosandra,maximum_inflorescence_width,
769,Carex_macrosandra,maximum_leaf_width,5mm
770,Carex_macrosandra,maximum_plant_height,80cm;1.5mm
771,Carex_maculata,maximum_leaf_width,6mm
772,Carex_maculata,maximum_plant_height,55cm
773,Carex_magnoutriculata,maximum_leaf_width,3.5mm
774,Carex_magnoutriculata,maximum_plant_height,85cm
775,Carex_makinoensis,maximum_inflorescence_length,10cm;7cm
776,Carex_makinoensis,maximum_inflorescence_width,0.6cm
777,Carex_makinoensis,maximum_leaf_width,5mm
778,Carex_makinoensis,maximum_plant_height,80cm
779,Carex_makuensis,maximum_inflorescence_length,40mm
780,Carex_makuensis,maximum_inflorescence_width,4mm
781,Carex_makuensis,maximum_plant_height,40cm
782,Carex_manca,maximum_leaf_width,10mm;5mm;3mm;8mm
783,Carex_manca,maximum_plant_height,70cm
784,Carex_manciformis,maximum_leaf_width,9mm
785,Carex_manciformis,maximum_plant_height,40cm
786,Carex_maorshanica,maximum_inflorescence_length,4.5cm
787,Carex_maorshanica,maximum_leaf_width,5mm
788,Carex_maorshanica,maximum_plant_height,50cm
789,Carex_maquensis,maximum_leaf_width,
790,Carex_maquensis,maximum_plant_height,35cm
791,Carex_maubertiana,maximum_leaf_width,6mm
792,Carex_maubertiana,maximum_plant_height,80cm
793,Carex_maximowiczii,maximum_inflorescence_length,3cm
794,Carex_maximowiczii,maximum_inflorescence_width,0.9cm
795,Carex_maximowiczii,maximum_leaf_width,4mm
796,Carex_maximowiczii,maximum_plant_height,75cm
797,Carex_meihsienica,maximum_inflorescence_width,
798,Carex_meihsienica,maximum_leaf_width,4mm
799,Carex_meihsienica,maximum_plant_height,50cm
800,Carex_melanantha,maximum_leaf_width,6mm
801,Carex_melanantha,maximum_plant_height,30cm
802,Carex_melananthiformis,maximum_inflorescence_length,2.5cm;1.5cm
803,Carex_melananthiformis,maximum_inflorescence_width,0.8cm;0.8cm
804,Carex_melananthiformis,maximum_leaf_width,3mm
805,Carex_melananthiformis,maximum_plant_height,30cm
806,Carex_melanocephala,maximum_leaf_width,4mm
807,Carex_melanocephala,maximum_plant_height,20cm
808,Carex_melanostachya,maximum_inflorescence_length,3cm
809,Carex_melanostachya,maximum_inflorescence_width,
810,Carex_melanostachya,maximum_leaf_width,3mm
811,Carex_melanostachya,maximum_plant_height,50cm
812,Carex_melinacra,maximum_inflorescence_length,11cm
813,Carex_melinacra,maximum_inflorescence_width,0.6cm
814,Carex_melinacra,maximum_leaf_width,5mm
815,Carex_melinacra,maximum_plant_height,95cm
816,Carex_metallica,maximum_leaf_width,5mm
817,Carex_metallica,maximum_plant_height,50cm
818,Carex_meyeriana,maximum_inflorescence_length,12mm
819,Carex_meyeriana,maximum_inflorescence_width,
820,Carex_meyeriana,maximum_plant_height,50cm
821,Carex_micrantha,maximum_inflorescence_length,40mm
822,Carex_micrantha,maximum_inflorescence_width,3mm
823,Carex_micrantha,maximum_leaf_width,3mm
824,Carex_micrantha,maximum_plant_height,50cm
825,Carex_microglochin,maximum_inflorescence_length,
826,Carex_microglochin,maximum_plant_height,20cm
827,Carex_middendorffii,maximum_leaf_width,4mm
828,Carex_middendorffii,maximum_plant_height,60cm
829,Carex_minquinensis,maximum_leaf_width,6mm
830,Carex_minquinensis,maximum_plant_height,90cm
831,Carex_minuticulmis,maximum_inflorescence_width,
832,Carex_minuticulmis,maximum_leaf_width,4mm
833,Carex_minuticulmis,maximum_plant_height,5cm;4cm
834,Carex_minxianensis,maximum_leaf_width,3mm
835,Carex_minxianensis,maximum_plant_height,40cm
836,Carex_minxianica,maximum_inflorescence_length,23mm;25mm
837,Carex_minxianica,maximum_inflorescence_width,4mm;3mm
838,Carex_minxianica,maximum_leaf_width,
839,Carex_minxianica,maximum_plant_height,60cm
840,Carex_mitrata,maximum_inflorescence_length,15mm
841,Carex_mitrata,maximum_inflorescence_width,3mm
842,Carex_mitrata,maximum_leaf_width,3mm;2mm
843,Carex_mitrata,maximum_plant_height,30cm
844,Carex_miyabei,maximum_inflorescence_length,
845,Carex_miyabei,maximum_inflorescence_width,
846,Carex_miyabei,maximum_leaf_width,5mm
847,Carex_miyabei,maximum_plant_height,60cm
848,Carex_mollicula,maximum_leaf_width,8mm
849,Carex_mollicula,maximum_plant_height,30cm
850,Carex_mollissima,maximum_inflorescence_length,3.5cm
851,Carex_mollissima,maximum_inflorescence_width,0.8cm
852,Carex_mollissima,maximum_leaf_width,4mm
853,Carex_mollissima,maximum_plant_height,40cm
854,Carex_montis-everestii,maximum_inflorescence_length,15mm
855,Carex_montis-everestii,maximum_inflorescence_width,10mm
856,Carex_montis-everestii,maximum_leaf_width,
857,Carex_montis-everestii,maximum_plant_height,5cm;15cm
858,Carex_montis-wutaii,maximum_inflorescence_length,12mm
859,Carex_montis-wutaii,maximum_inflorescence_width,6mm
860,Carex_montis-wutaii,maximum_leaf_width,5mm
861,Carex_montis-wutaii,maximum_plant_height,88cm
862,Carex_moorcroftii,maximum_leaf_width,4mm
863,Carex_moorcroftii,maximum_plant_height,20cm
864,Carex_morii,maximum_leaf_width,9mm
865,Carex_morii,maximum_plant_height,120cm
866,Carex_mosoynensis,maximum_leaf_width,
867,Carex_mosoynensis,maximum_plant_height,40cm
868,Carex_motuoensis,maximum_inflorescence_length,1.3cm
869,Carex_motuoensis,maximum_inflorescence_width,
870,Carex_motuoensis,maximum_leaf_width,
871,Carex_motuoensis,maximum_plant_height,20cm
872,Carex_moupinensis,maximum_leaf_width,5mm
873,Carex_moupinensis,maximum_plant_height,50cm
874,Carex_mucronatiformis,maximum_leaf_width,
875,Carex_mucronatiformis,maximum_plant_height,20cm
876,Carex_muliensis,maximum_inflorescence_length,30mm;40mm
877,Carex_muliensis,maximum_inflorescence_width,5mm;6mm
878,Carex_muliensis,maximum_leaf_width,3mm
879,Carex_muliensis,maximum_plant_height,65cm
880,Carex_munda,maximum_inflorescence_length,
881,Carex_munda,maximum_leaf_width,3.5mm
882,Carex_munda,maximum_plant_height,40cm
883,Carex_myosurus,maximum_inflorescence_length,1/2;60mm
884,Carex_myosurus,maximum_inflorescence_width,4.5mm
885,Carex_myosurus,maximum_leaf_width,7mm
886,Carex_myosurus,maximum_plant_height,120cm
887,Carex_nachiana,maximum_leaf_width,4mm
888,Carex_nachiana,maximum_plant_height,
889,Carex_nakaoana,maximum_leaf_width,
890,Carex_nakaoana,maximum_plant_height,35cm
891,Carex_nanchuanensis,maximum_inflorescence_length,5.5cm
892,Carex_nanchuanensis,maximum_inflorescence_width,
893,Carex_nanchuanensis,maximum_leaf_width,1.8mm
894,Carex_nanchuanensis,maximum_plant_height,35cm
895,Carex_nemostachys,maximum_leaf_width,8mm
896,Carex_nemostachys,maximum_plant_height,90cm
897,Carex_neodigyna,maximum_inflorescence_length,1.5cm
898,Carex_neodigyna,maximum_inflorescence_width,0.7cm
899,Carex_neodigyna,maximum_leaf_width,4mm
900,Carex_neodigyna,maximum_plant_height,13cm
901,Carex_neopolycephala,maximum_inflorescence_length,25mm
902,Carex_neopolycephala,maximum_inflorescence_width,
903,Carex_neopolycephala,maximum_leaf_width,8mm
904,Carex_neopolycephala,maximum_plant_height,50cm
905,Carex_nervata,maximum_inflorescence_length,18mm;15mm
906,Carex_nervata,maximum_inflorescence_width,2mm;3mm
907,Carex_nervata,maximum_leaf_width,2.5mm
908,Carex_nervata,maximum_plant_height,27cm
909,Carex_neurocarpa,maximum_inflorescence_length,8mm
910,Carex_neurocarpa,maximum_inflorescence_width,1.8mm
911,Carex_neurocarpa,maximum_leaf_width,3mm
912,Carex_nitidiutriculata,maximum_inflorescence_length,
913,Carex_nitidiutriculata,maximum_leaf_width,5mm
914,Carex_nitidiutriculata,maximum_plant_height,70cm
915,Carex_nivalis,maximum_leaf_width,7mm
916,Carex_nivalis,maximum_plant_height,40cm
917,Carex_nubigena,maximum_inflorescence_length,50cm;9mm
918,Carex_nubigena,maximum_inflorescence_width,1cm;6mm
919,Carex_nubigena,maximum_leaf_width,2mm
920,Carex_nubigena,maximum_plant_height,70cm
921,Carex_oblanceolata,maximum_inflorescence_length,50mm
922,Carex_oblanceolata,maximum_inflorescence_width,3mm
923,Carex_oblanceolata,maximum_leaf_width,3cm;8mm
924,Carex_oblanceolata,maximum_plant_height,50cm
925,Carex_obliquicarpa,maximum_leaf_width,1.9cm
926,Carex_obliquicarpa,maximum_plant_height,65cm
927,Carex_obliquitruncata,maximum_inflorescence_length,2.5cm;2.5cm
928,Carex_obliquitruncata,maximum_inflorescence_width,
929,Carex_obliquitruncata,maximum_leaf_width,3.5mm
930,Carex_obliquitruncata,maximum_plant_height,50cm
931,Carex_obovatosquamata,maximum_inflorescence_width,
932,Carex_obovatosquamata,maximum_leaf_width,2.2mm
933,Carex_obovatosquamata,maximum_plant_height,40cm
934,Carex_obscura,maximum_leaf_width,5mm
935,Carex_obscura,maximum_plant_height,80cm
936,Carex_obscuriceps,maximum_inflorescence_length,5cm
937,Carex_obscuriceps,maximum_inflorescence_width,1.2cm
938,Carex_obscuriceps,maximum_leaf_width,5mm
939,Carex_obscuriceps,maximum_plant_height,45cm
940,Carex_obtusata,maximum_inflorescence_length,8mm
941,Carex_obtusata,maximum_leaf_width,1.5mm
942,Carex_obtusata,maximum_plant_height,20cm
943,Carex_oedorrhampha,maximum_leaf_width,6mm
944,Carex_oligostachya,maximum_inflorescence_length,
945,Carex_oligostachya,maximum_leaf_width,5mm
946,Carex_oligostachya,maximum_plant_height,80cm
947,Carex_olivacea,maximum_leaf_width,18mm
948,Carex_olivacea,maximum_plant_height,95cm
949,Carex_omeiensis,maximum_leaf_width,1.2cm
950,Carex_omeiensis,maximum_plant_height,65cm
951,Carex_omiana,maximum_inflorescence_length,
952,Carex_omiana,maximum_leaf_width,2.5mm
953,Carex_omiana,maximum_plant_height,50cm
954,Carex_onoei,maximum_inflorescence_length,7mm
955,Carex_onoei,maximum_leaf_width,1.5mm
956,Carex_onoei,maximum_plant_height,40cm
957,Carex_orbicularinucis,maximum_leaf_width,4mm
958,Carex_orbicularinucis,maximum_plant_height,55cm
959,Carex_orbicularis,maximum_leaf_width,3mm
960,Carex_orbicularis,maximum_plant_height,25cm
961,Carex_orthostachys,maximum_leaf_width,5mm
962,Carex_orthostachys,maximum_plant_height,70cm
963,Carex_orthostemon,maximum_leaf_width,5mm
964,Carex_orthostemon,maximum_plant_height,30cm
965,Carex_otaruensis,maximum_inflorescence_length,80mm;80mm
966,Carex_otaruensis,maximum_inflorescence_width,
967,Carex_otaruensis,maximum_leaf_width,5mm
968,Carex_otaruensis,maximum_plant_height,60cm
969,Carex_otrubae,maximum_inflorescence_length,
970,Carex_otrubae,maximum_leaf_width,7mm
971,Carex_otrubae,maximum_plant_height,70cm
972,Carex_ovatispiculata,maximum_inflorescence_length,6mm
973,Carex_ovatispiculata,maximum_inflorescence_width,4mm
974,Carex_ovatispiculata,maximum_leaf_width,2.5mm
975,Carex_ovatispiculata,maximum_plant_height,50cm
976,Carex_oxyphylla,maximum_leaf_width,4mm
977,Carex_oxyphylla,maximum_plant_height,40cm
978,Carex_pachyneura,maximum_leaf_width,0.5mm
979,Carex_pachyneura,maximum_plant_height,25cm
980,Carex_pallida,maximum_inflorescence_length,7.5cm;2.5cm;7.5cm;12mm
981,Carex_pallida,maximum_inflorescence_width,1.3cm;6mm
982,Carex_pallida,maximum_leaf_width,5mm;2mm;5mm
983,Carex_pallida,maximum_plant_height,100cm
984,Carex_pamirensis,maximum_inflorescence_length,3cm
985,Carex_pamirensis,maximum_inflorescence_width,1.5cm;1.5cm;0.8cm
986,Carex_pamirensis,maximum_leaf_width,10mm;10mm;4mm
987,Carex_pamirensis,maximum_plant_height,90cm
988,Carex_paracuraica,maximum_inflorescence_length,4.5cm;7mm
989,Carex_paracuraica,maximum_inflorescence_width,5mm
990,Carex_paracuraica,maximum_leaf_width,5mm
991,Carex_paracuraica,maximum_plant_height,20cm
992,Carex_parva,maximum_inflorescence_length,
993,Carex_parva,maximum_leaf_width,1.2mm
994,Carex_parva,maximum_plant_height,35cm
995,Carex_paxii,maximum_inflorescence_length,6.5mm
996,Carex_paxii,maximum_inflorescence_width,10mm
997,Carex_paxii,maximum_leaf_width,2.5mm
998,Carex_paxii,maximum_plant_height,55cm
999,Carex_pediformis,maximum_inflorescence_width,
1000,Carex_pediformis,maximum_leaf_width,3mm
1001,Carex_pediformis,maximum_plant_height,40cm
1002,Carex_peiktusani,maximum_leaf_width,4.5mm
1003,Carex_peiktusani,maximum_plant_height,60cm
1004,Carex_peliosanthifolia,maximum_leaf_width,7cm
1005,Carex_peliosanthifolia,maximum_plant_height,45cm
1006,Carex_perakensis,maximum_inflorescence_length,40cm;1/2
1007,Carex_perakensis,maximum_leaf_width,12mm
1008,Carex_perakensis,maximum_plant_height,120cm
1009,Carex_pergracilis,maximum_leaf_width,2mm
1010,Carex_pergracilis,maximum_plant_height,25cm
1011,Carex_phacota,maximum_inflorescence_length,65mm;6.5mm
1012,Carex_phacota,maximum_inflorescence_width,2mm;4mm
1013,Carex_phacota,maximum_leaf_width,5mm
1014,Carex_phacota,maximum_plant_height,75cm
1015,Carex_phaenocarpa,maximum_inflorescence_length,3.5cm
1016,Carex_phaenocarpa,maximum_inflorescence_width,
1017,Carex_phaenocarpa,maximum_leaf_width,8mm
1018,Carex_phaenocarpa,maximum_plant_height,50cm
1019,Carex_phyllocephala,maximum_leaf_width,15mm
1020,Carex_phyllocephala,maximum_plant_height,60cm
1021,Carex_physodes,maximum_inflorescence_length,3cm
1022,Carex_physodes,maximum_inflorescence_width,2cm
1023,Carex_physodes,maximum_leaf_width,2mm
1024,Carex_physodes,maximum_plant_height,25cm
1025,Carex_pilosa,maximum_leaf_width,8mm
1026,Carex_pilosa,maximum_plant_height,60cm
1027,Carex_pisiformis,maximum_inflorescence_length,30mm
1028,Carex_pisiformis,maximum_inflorescence_width,3mm
1029,Carex_pisiformis,maximum_leaf_width,4mm;3mm
1030,Carex_pisiformis,maximum_plant_height,50cm
1031,Carex_planiculmis,maximum_leaf_width,10mm
1032,Carex_planiculmis,maximum_plant_height,45cm
1033,Carex_planiscapa,maximum_inflorescence_width,
1034,Carex_planiscapa,maximum_leaf_width,7mm
1035,Carex_planiscapa,maximum_plant_height,18cm
1036,Carex_platysperma,maximum_leaf_width,2.5mm
1037,Carex_platysperma,maximum_plant_height,50cm
1038,Carex_plectobasis,maximum_plant_height,65cm
1039,Carex_poculisquama,maximum_leaf_width,4mm
1040,Carex_poculisquama,maximum_plant_height,50cm
1041,Carex_polymascula,maximum_inflorescence_length,36mm
1042,Carex_polymascula,maximum_inflorescence_width,7mm
1043,Carex_polymascula,maximum_leaf_width,4mm
